entry_date,entry_action,entry_z_score,entry_spread,entry_beta,exit_date,exit_action,exit_z_score,exit_spread,holding_days,spread_change,pair,holding_days_correct
2024-10-08,open_short,2.514791208919164,16561.68085266642,0.529629711591968,2024-11-18,close_normal,-0.0077527275256959,16228.438109528322,29,-333.2427431380984,AG0-AL0,30
2024-12-17,open_long,-2.365063497080758,15458.723702068555,0.5787581052133529,2025-02-06,close_timeout,-0.8483119264695815,15415.190565023058,30,-43.53313704549692,AG0-AL0,31
2025-03-28,open_long,-2.7839302140769058,14962.964772470204,0.6598960558658125,2025-05-15,close_timeout,-0.541758385792515,14557.659615012268,30,-405.30515745793673,AG0-AL0,31
2024-08-02,open_long,-2.910752426111446,9463.70441598608,1.1604822064569111,2024-09-13,close_timeout,-1.820632162384724,7869.891276021441,30,-1593.813139964639,AG0-PB0,31
2025-03-28,open_long,-2.781106537607686,5403.36341974053,1.4152533576432649,2025-05-15,close_timeout,-0.8654380607497806,5083.819345563974,30,-319.544074176556,AG0-PB0,31
2025-06-03,open_long,-2.2488153249789686,3767.218886963332,1.5140469622796435,2025-07-15,close_timeout,-2.173056513940677,2302.0980598854803,30,-1465.1208270778516,AG0-PB0,31
2024-10-21,open_short,2.3106917815748598,41473.34049096106,-1.946942405724687,2024-11-12,close_normal,0.2504820869734991,39557.02357933932,16,-1916.31691162174,AG0-ZN0,17
2025-01-15,open_long,-2.4514119826645886,38354.945459005234,-1.9196183455592704,2025-02-14,close_normal,0.2631526015414235,39901.798470540176,16,1546.8530115349422,AG0-ZN0,17
2025-04-07,open_long,-4.238276973892938,37028.28006673877,-1.890938698534694,2025-05-22,close_timeout,-0.7173896139484837,37783.65682612329,30,755.3767593845259,AG0-ZN0,31
2025-07-14,open_short,2.31594177136479,39226.28433258754,-1.8438453711944764,2025-08-01,close_normal,0.1625135064533564,38651.19170869418,14,-575.0926238933607,AG0-ZN0,15
2024-11-15,open_long,-2.451928413790807,3382.066741767588,-0.0197690346156748,2024-12-27,close_timeout,-1.5095058637124563,3190.2344321137443,30,-191.83230965384337,AG0-RB0,31
2025-02-13,open_long,-2.265393498725601,2892.7437012076894,0.0463697432476719,2025-03-27,close_timeout,-1.996109382261865,2142.845566317821,30,-749.8981348898683,AG0-RB0,31
2024-08-08,open_long,-2.350631509887444,13316.921663993584,-0.9829588200308244,2024-09-23,close_timeout,-1.03363475538507,13237.113316691772,30,-79.8083473018105,AG0-SF0,31
2025-02-28,open_long,-2.313117350219549,12712.842998448394,-0.8355372980618113,2025-04-14,close_timeout,-1.8222212339501505,12235.430678564362,30,-477.4123198840316,AG0-SF0,31
2025-07-25,open_short,3.123798441771466,12274.038383418938,-0.6503448023231406,2025-08-14,close_normal,0.2320117765132958,11645.699455896864,14,-628.3389275220725,AG0-SF0,15
2024-12-19,open_long,-2.251024105605122,10488.889651254363,-0.5680066157567443,2025-01-15,close_normal,0.2086127025011349,10881.843202652128,18,392.95355139776257,AG0-SM0,19
2025-02-06,open_short,2.8510469965677845,11517.06838717807,-0.525375327925649,2025-02-11,close_normal,0.1882060639590658,10809.79324380961,3,-707.2751433684589,AG0-SM0,4
2025-04-07,open_long,-2.4213282486403407,9463.405516876031,-0.4518058969247778,2025-05-22,close_timeout,-0.9455227872204816,9265.565701674175,30,-197.83981520185625,AG0-SM0,31
2024-08-06,open_long,-2.2785191452007463,26219.77249193879,-1.7836647592209052,2024-08-21,close_normal,-0.2276336024381631,27279.86326394162,11,1060.09077200283,AG0-SS0,12
2024-10-21,open_short,2.639649999433696,28563.08043674613,-1.7617260501913137,2024-11-06,close_normal,-0.0013145065858938,27074.760024672625,12,-1488.3204120735063,AG0-SS0,13
2025-03-14,open_short,2.603965089290213,27819.080669896164,-1.6949976933050317,2025-04-28,close_timeout,-1.0578014253243095,26389.679971533405,30,-1429.4006983627587,AG0-SS0,31
2025-07-14,open_short,2.488379032060409,27588.437147700984,-1.6138196098295847,2025-08-01,close_normal,0.1320640703681203,27074.2044580004,14,-514.2326897005842,AG0-SS0,15
2024-12-27,open_long,-2.3063160272042182,138.61305233332337,1.0010753404706016,2025-02-18,close_timeout,-1.5522223433800006,90.76479893050544,30,-47.84825340281793,AU0-I0,31
2025-03-05,open_long,-2.234490385998529,30.017202057335908,1.083466585674315,2025-04-17,close_timeout,-2.13779424092823,-126.65810916316376,30,-156.67531122049968,AU0-I0,31
2025-07-10,open_short,2.295330981004652,28.29864131326542,0.9507323919393956,2025-08-18,close_normal,0.2874666595474959,3.789154338748858,27,-24.50948697451656,AU0-I0,28
2024-11-13,open_long,-2.2656784275078223,41738.25349350391,1.563773007777322,2024-12-25,close_timeout,-0.6008942921699385,42462.90789184542,30,724.6543983415104,AL0-CU0,31
2025-02-07,open_short,2.289835509144788,43887.64017440551,1.6195320303686644,2025-02-28,close_normal,0.2910025525435783,43032.35737453576,15,-855.2827998697467,AL0-CU0,16
2025-03-12,open_short,2.581554379428564,44796.08008835557,1.648281900554497,2025-04-21,close_normal,-0.084598678997279,43831.42025771552,27,-964.6598306400484,AL0-CU0,28
2024-08-02,open_long,-2.5019190531836952,-553.753154591268,0.9739205595520952,2024-08-12,close_normal,0.2578642106823167,104.30318951845402,6,658.056344109722,AL0-PB0,7
2024-11-12,open_short,2.773479795751491,282.97101616250075,0.7990451342977528,2024-12-12,close_normal,-0.2145424433175272,-132.31245383721762,22,-415.2834699997184,AL0-PB0,23
2025-05-14,open_long,-3.020524458439735,-250.37024235218632,0.8490795574284676,2025-05-23,close_normal,-0.206842857866732,-2.5654644090827787,7,247.80477794310357,AL0-PB0,8
2025-06-18,open_long,-2.4734523745589505,-244.99171402873253,0.8247094639278885,2025-06-20,close_normal,0.1277616998277884,-1.9325914219552944,2,243.05912260677724,AL0-PB0,3
2025-06-25,open_short,2.339976915602731,217.27801813338735,0.8338355186375148,2025-06-30,close_normal,0.2083343722873681,9.549800256489108,3,-207.72821787689827,AL0-PB0,4
2024-09-25,open_long,-2.240711615851742,6115.980216913973,3.260075512950383,2024-11-13,close_timeout,-1.3817803167734322,1668.628054825269,30,-4447.352162088704,CU0-SN0,31
2024-11-28,open_long,-2.24809701276054,-9543.966512928368,3.290686817309589,2024-12-12,close_normal,-0.2017531455903812,3566.6535612900043,10,13110.620074218372,CU0-SN0,11
2025-03-14,open_short,4.619700632973915,18773.811550744984,3.341940229183292,2025-03-24,close_normal,-0.2867909848031714,1700.621404792415,6,-17073.19014595257,CU0-SN0,7
2025-04-01,open_short,2.535322159574648,15430.509741819347,3.382438023849069,2025-05-19,close_timeout,-0.3643305249694514,739.6302933378611,30,-14690.879448481486,CU0-SN0,31
2024-08-09,open_short,2.4107542918322418,273.68050204896645,0.3115853146079396,2024-08-16,close_normal,0.0007190837100899,11.07170994158878,5,-262.60879210737767,CU0-ZN0,6
2024-08-23,open_short,2.21803603661431,301.4154682184271,0.3224297215208377,2024-08-28,close_normal,0.1140339524938993,34.09938374325793,3,-267.3160844751692,CU0-ZN0,4
2024-09-05,open_long,-2.259157462155161,-264.85662075092114,0.3210270780306337,2024-09-11,close_normal,-0.294394441320827,-33.29797265008892,4,231.55864810083224,CU0-ZN0,5
2024-10-08,open_short,2.308090604888055,336.87001847406646,0.3227024962039314,2024-10-09,close_normal,-0.1147767354689661,5.516409122184996,1,-331.35360935188146,CU0-ZN0,2
2024-10-24,open_short,2.620333989853763,403.2287540016587,0.331451574623355,2024-10-29,close_normal,-0.2333514819212874,-8.19411705019229,3,-411.42287105185096,CU0-ZN0,4
2025-01-06,open_long,-2.3258193117377512,-248.88483512596213,0.3361261526511679,2025-01-22,close_normal,0.059268476613048,1.236793145773845,12,250.121628271736,CU0-ZN0,13
2025-04-07,open_short,4.00602966224762,383.458666326489,0.3020307079531981,2025-04-08,close_normal,0.0505045918179325,-32.53274744610462,1,-415.99141377259366,CU0-ZN0,2
2025-07-09,open_short,2.2059103885451665,112.25740459693408,0.280711002492386,2025-07-14,close_normal,-0.2630457379889702,-23.77634922080688,3,-136.03375381774094,CU0-ZN0,4
2024-08-06,open_long,-2.334505216477901,19018.53898752573,-0.2973301764464554,2024-09-19,close_timeout,-1.5519767242569047,17766.28551858759,30,-1252.2534689381428,PB0-SS0,31
2025-04-07,open_long,-2.878156413420435,13379.286711106,-0.0281684700543817,2025-05-22,close_timeout,-1.190082218951244,12824.457190256817,30,-554.8295208491854,PB0-SS0,31
2024-08-05,open_short,3.057647810411287,240.57942764090785,0.3048045405128258,2024-08-27,close_normal,0.1688213846655477,-5.839159582814318,16,-246.41858722372217,ZN0-SF0,17
2024-09-30,open_short,2.328127771257258,207.75095288974623,0.2621914429582107,2024-10-08,close_normal,0.2105014741179664,1.4930604214177947,1,-206.2578924683285,ZN0-SF0,2
2024-10-25,open_short,2.3078607253401326,210.96207682465865,0.2546159777537092,2024-10-31,close_normal,0.1513813721538313,-10.439600271615744,4,-221.4016770962744,ZN0-SF0,5
2025-01-15,open_short,2.277588814836511,134.86343649461924,0.2695968028610036,2025-01-21,close_normal,-0.0835812890951029,-0.9892407626539352,4,-135.85267725727317,ZN0-SF0,5
2025-04-08,open_short,2.544527469601664,102.20141586659064,0.2609825032435322,2025-04-16,close_normal,-0.1652770791721204,-7.464000914519602,6,-109.66541678111024,ZN0-SF0,7
2025-05-29,open_long,-3.4235110236690818,-122.36802836567313,0.2377580808342153,2025-06-06,close_normal,-0.1821638500233264,-14.125790753167166,5,108.24223761250596,ZN0-SF0,6
2025-06-09,open_short,2.291902105148157,75.92921725745873,0.2326823725578521,2025-06-11,close_normal,-0.0623124503825494,-7.472762391261313,2,-83.40197964872004,ZN0-SF0,3
2025-07-22,open_short,2.391262319527046,82.15966694937015,0.2524227645696504,2025-07-30,close_normal,-0.0652783526198125,2.670406893706968,6,-79.48926005566318,ZN0-SF0,7
2025-07-31,open_long,-2.573438499723643,-114.16906632954942,0.2600209920040076,2025-08-05,close_normal,-0.2369141484698538,-9.935013076291398,3,104.23405325325804,ZN0-SF0,4
2024-12-26,open_long,-2.2967066295025,1047.648287629704,1.4767653770041702,2025-02-17,close_timeout,-1.006433840772124,1077.275560437878,30,29.627272808173984,HC0-SM0,31
2025-07-22,open_long,-2.3196503774161794,-17.323540105359825,1.7340591142091917,2025-08-14,close_normal,-0.2047749301354123,159.5719794919869,17,176.89551959734672,HC0-SM0,18
2024-07-31,open_short,2.378308458392784,7697.06249171879,1.8347046588908336,2024-09-02,close_normal,-0.0036828443985846,7472.4504301817,23,-224.61206153709009,HC0-SS0,24
2024-10-23,open_long,-2.2127067884344265,6985.566411888412,1.875556268156383,2024-12-04,close_timeout,-1.979358213278637,6311.505682837884,30,-674.0607290505286,HC0-SS0,31
2025-03-10,open_short,2.5612654504728947,6878.975228305912,1.9740294928916355,2025-03-25,close_normal,0.2785114914554023,6619.214934260852,11,-259.7602940450606,HC0-SS0,12
2025-06-23,open_long,-2.2398533491918733,5942.907927599913,2.07168768393319,2025-08-04,close_timeout,-1.4452942303410858,5681.902774867356,30,-261.0051527325568,HC0-SS0,31
2024-08-06,open_short,2.59350308473256,580.2937885099509,1.9478845164821683,2024-08-08,close_normal,-0.0483748695359566,150.37315460761238,2,-429.9206339023385,RB0-SF0,3
2025-01-06,open_short,2.36064739289166,137.3028486505318,1.898738361423576,2025-01-21,close_normal,0.2309870806129526,10.764241722271436,11,-126.53860692826038,RB0-SF0,12
2025-05-29,open_long,-2.5726708188363303,-208.6419020184867,1.8249301215643003,2025-06-17,close_normal,0.2722993416333851,-34.83010684896726,12,173.81179516951943,RB0-SF0,13
2025-07-25,open_short,3.0535926690246216,223.41285735326252,1.770735143816072,2025-07-31,close_normal,0.2249328516467088,-12.226671162079583,4,-235.6395285153421,RB0-SF0,5
2025-08-07,open_short,2.626409723218624,238.71168686898,1.790556580975246,2025-08-19,close_normal,0.0136978210751777,-8.296470305198454,8,-247.00815717417845,RB0-SF0,9
2024-12-10,open_long,-2.324354376702885,1141.7038521469667,1.5174297906681462,2025-01-10,close_normal,0.1940247404219732,1280.2613153157854,22,138.55746316881869,RB0-SM0,23
2025-02-06,open_short,3.4951875861728343,1902.084799119136,1.60557497792102,2025-03-20,close_timeout,-1.3938992458624886,771.9192392082323,30,-1130.1655599109035,RB0-SM0,31
2024-10-31,open_long,-2.258225557616077,6960.349010382134,1.9111908344376611,2024-12-12,close_timeout,-1.6772948638260574,6527.029665708839,30,-433.3193446732949,RB0-SS0,31
2025-03-10,open_short,2.926344292447767,7051.379510176705,1.9995715806904644,2025-04-22,close_timeout,-1.3022213414367043,6422.3678199140295,30,-629.0116902626751,RB0-SS0,31
2025-07-11,open_long,-2.2525503423858617,6091.812437162456,2.112412244761425,2025-08-11,close_normal,-0.0381689369744918,6250.027104448261,21,158.21466728580435,RB0-SS0,22
2024-07-29,open_long,-2.4518919255827667,-278.14409449395043,1.0629438539391285,2024-09-02,close_normal,-0.2315871427404167,-138.41411987928132,25,139.72997461466912,SF0-SM0,26
2024-11-06,open_short,2.3940022270430825,94.45897350233828,0.9885963214506864,2024-12-18,close_timeout,0.7165536707305414,17.5441373741196,30,-76.91483612821867,SF0-SM0,31
2025-01-15,open_short,3.3055031854209003,290.48422057443804,0.9888417148130484,2025-02-11,close_normal,0.0604791145148137,91.7242585195263,13,-198.7599620549117,SF0-SM0,14
2025-05-22,open_short,2.717133006609351,190.1750898196542,1.0330531679438535,2025-05-26,close_normal,-0.2109455784598198,-20.11562253892953,2,-210.29071235858373,SF0-SM0,3
2025-06-06,open_short,2.2102374513897094,189.35094476924587,1.0479328086267152,2025-06-11,close_normal,0.2847025331226581,29.87565052672562,3,-159.47529424252025,SF0-SM0,4
2025-07-22,open_long,-2.739201026638754,-151.12954650511347,1.049221918029471,2025-08-15,close_normal,0.1405596843797911,14.045121557959646,18,165.1746680630731,SF0-SM0,19
2024-08-02,open_long,-2.277987051676876,2009.2231761323287,1.7488842565541276,2024-08-09,close_normal,0.099518398083859,2311.488820966641,5,302.2656448343114,SF0-SS0,6
2024-09-27,open_long,-2.8997179699958555,1631.4613860956397,1.8419189135154528,2024-11-15,close_timeout,-1.350649162725654,1313.993821968399,30,-317.4675641272406,SF0-SS0,31
2024-12-02,open_long,-2.239779139404787,563.3052639048965,1.9271038732673351,2025-01-14,close_timeout,-1.3592815952718178,518.327121263892,30,-44.97814264100453,SF0-SS0,31
2025-03-10,open_short,2.7148149127997194,1181.1004728616626,2.0439886295480467,2025-04-07,close_normal,-0.2715015451749836,682.384553139711,19,-498.7159197219517,SF0-SS0,20
2025-06-03,open_short,2.514909295914698,1476.1348386224165,2.200564008145194,2025-07-15,close_timeout,-1.9569054152206624,205.771859182094,30,-1270.3629794403223,SF0-SS0,31
2025-07-21,open_long,-2.248746195352393,20.15336361062509,2.2732615801674974,2025-08-20,close_normal,-0.2315427803365407,208.10878245606727,22,187.95541884544215,SF0-SS0,23
2024-07-30,open_short,2.244001334907804,272.6639002850043,2.0130443147836674,2024-09-10,close_timeout,0.960920916414726,895.5492164818534,30,622.8853161968491,SM0-SS0,31
2024-10-31,open_long,-2.635598215248808,128.96631616536615,2.091440088126701,2024-12-12,close_timeout,-0.8949720426117229,-40.74644422910569,30,-169.71276039447184,SM0-SS0,31
2025-01-15,open_long,-3.208436757312404,-874.107043925098,2.091019815895904,2025-02-18,close_normal,0.2467102330765655,-108.83771964983498,18,765.269324275263,SM0-SS0,19
2025-05-22,open_long,-2.5743880376112376,-89.84632887821499,2.1623618420937336,2025-05-23,close_normal,0.2811896665029355,494.14944040479713,1,583.9957692830121,SM0-SS0,2
2025-06-23,open_long,-2.2981137990066176,-33.70142809036224,2.21456353441896,2025-08-04,close_timeout,-0.7183275104573591,-116.0269800528913,30,-82.32555196252906,SM0-SS0,31
